Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,total_hours_per_year,avg_hours_per_day,presence_days,Overtime,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
27,0,0,0,2,3,0,0,5,1,0,45410,1.0,14,2,9.0,4,9,5,8,1620.05,7.074454148471616,229,0,2.0,3.0,3.0,4,3
29,0,0,1,1,2,2,1,3,2,0,26780,1.0,25,1,1.0,3,1,0,0,1873.3666666666668,7.971773049645391,235,0,4.0,2.0,3.0,3,4
43,0,0,1,1,3,0,1,1,6,0,73790,7.0,13,2,21.0,3,16,6,14,1523.0333333333333,6.293526170798898,242,0,1.0,3.0,3.0,2,3
48,0,0,1,2,3,0,0,2,8,0,62720,4.0,14,0,29.0,3,22,12,9,1444.7166666666667,6.095850914205345,237,0,4.0,2.0,3.0,2,3
29,1,1,1,13,2,0,0,1,5,1,52200,1.0,17,0,1.0,3,1,1,0,2007.9,8.580769230769231,234,1,4.0,4.0,2.0,2,3
46,1,0,1,4,4,2,0,2,7,0,27430,5.0,25,1,14.0,1,8,0,7,1811.5333333333333,7.876231884057971,230,0,3.0,2.0,3.0,4,4
27,0,1,1,16,4,2,1,3,0,0,49980,0.0,20,2,8.0,3,7,7,3,1826.7333333333333,7.675350140056023,238,0,4.0,1.0,2.0,3,4
39,0,0,1,2,3,4,1,3,0,2,102520,8.0,13,1,7.0,3,2,2,2,1562.8666666666668,6.5119444444444445,240,0,,4.0,3.0,3,3
55,0,0,1,2,3,0,0,1,3,0,27810,8.0,13,1,19.0,2,5,0,4,1469.3,6.225847457627118,236,0,2.0,4.0,4.0,3,3
28,0,0,1,29,2,0,1,2,5,0,68520,1.0,18,1,1.0,2,1,0,0,1594.45,7.0240088105726874,227,0,2.0,2.0,3.0,4,3
30,1,0,0,12,4,0,0,2,2,1,49500,1.0,12,2,1.0,3,1,0,0,1752.1666666666667,7.684941520467836,228,0,2.0,4.0,2.0,3,3
22,1,0,1,16,2,0,0,2,5,1,35790,1.0,19,3,1.0,3,1,0,0,2550.4166666666665,10.49554183813443,243,1,4.0,2.0,3.0,3,3
36,0,0,1,11,3,0,1,1,2,0,131910,1.0,14,1,10.0,2,10,1,7,2200.95,9.48685344827586,232,1,2.0,3.0,3.0,2,3
31,0,0,1,2,4,0,0,5,8,2,103770,1.0,14,0,10.0,2,10,0,2,1763.2333333333333,7.47132768361582,236,0,2.0,3.0,3.0,3,3
34,0,0,0,14,2,4,0,1,2,0,22350,2.0,14,1,9.0,2,5,1,0,1874.45,8.114502164502165,231,1,3.0,4.0,3.0,3,3
29,0,0,1,5,5,0,0,1,2,1,105020,3.0,12,0,11.0,4,3,1,2,1664.1,7.111538461538461,234,0,4.0,1.0,3.0,2,3
37,0,0,1,7,2,2,1,1,6,0,20110,5.0,13,0,16.0,4,5,0,4,2017.4833333333333,8.658726752503577,233,1,4.0,1.0,3.0,4,3
35,0,0,0,2,1,4,1,2,5,0,18590,0.0,25,1,4.0,2,3,0,2,2542.3,10.462139917695474,243,1,4.0,2.0,3.0,2,4
45,0,0,1,3,3,2,0,2,2,0,37600,0.0,14,1,10.0,2,9,3,8,1717.9333333333334,7.098898071625345,242,0,2.0,4.0,2.0,2,3
36,0,1,1,5,3,2,0,4,6,1,177790,1.0,17,1,10.0,5,10,0,8,1473.0,6.488986784140969,227,0,2.0,4.0,2.0,1,3
40,0,0,1,3,3,1,1,1,2,2,68330,2.0,13,0,22.0,3,19,11,16,1651.1166666666666,6.766871584699453,244,0,1.0,1.0,3.0,3,3
26,0,0,1,26,2,0,1,2,3,0,68120,1.0,13,0,1.0,2,1,1,0,2211.866666666667,9.293557422969188,238,1,2.0,3.0,2.0,2,3
27,0,0,1,4,3,4,1,2,6,1,51710,0.0,20,1,9.0,1,8,0,7,1751.55,7.582467532467533,231,0,1.0,3.0,,2,4
48,0,1,1,2,3,0,1,2,4,2,197400,3.0,14,0,24.0,2,22,4,7,1755.4166666666667,7.223936899862826,243,0,4.0,4.0,3.0,4,3
44,0,0,0,1,2,2,1,4,8,0,187110,2.0,12,1,10.0,0,2,2,2,1703.7333333333333,7.069432918395574,241,0,2.0,1.0,3.0,3,3
34,1,2,1,27,2,0,0,1,7,0,36920,1.0,12,1,5.0,5,5,3,0,2392.2,10.179574468085105,235,1,4.0,1.0,3.0,3,3
56,1,0,2,1,2,2,0,5,2,1,25590,1.0,21,0,5.0,3,4,1,0,1583.8166666666666,6.856349206349206,231,0,1.0,4.0,3.0,3,4
36,0,0,1,13,3,4,0,3,0,0,25170,2.0,14,0,12.0,3,4,1,3,1660.1833333333334,7.281505847953216,228,0,3.0,2.0,1.0,3,3
41,0,0,1,5,3,0,0,1,2,0,66230,5.0,18,0,14.0,3,5,1,4,1466.8833333333334,6.4056040756914125,229,0,3.0,2.0,3.0,3,3
42,0,0,1,7,3,4,0,2,2,0,182650,9.0,12,1,18.0,4,13,5,7,1710.9833333333333,7.3749281609195405,232,0,3.0,1.0,4.0,3,3
31,0,0,0,9,4,0,0,1,2,2,161240,2.0,23,1,8.0,2,5,1,4,1921.7,8.31904761904762,231,1,3.0,4.0,3.0,2,4
34,0,0,1,8,1,0,0,3,5,0,25850,3.0,12,0,9.0,5,4,0,1,2199.8,9.204184100418411,239,1,4.0,4.0,2.0,3,3
31,0,0,0,25,2,0,0,3,6,2,182130,8.0,21,2,4.0,3,2,2,2,1603.2666666666667,6.793502824858757,236,0,1.0,3.0,2.0,4,4
26,0,1,0,16,2,0,1,2,0,0,83800,2.0,14,0,8.0,3,7,7,7,1383.2833333333333,6.06703216374269,228,0,3.0,4.0,3.0,4,3
45,0,1,1,8,4,0,0,2,8,1,29940,4.0,18,1,12.0,2,4,0,3,1850.8166666666666,7.776540616246498,238,0,2.0,3.0,3.0,3,3
33,0,0,0,1,3,0,0,5,2,1,12230,1.0,13,1,10.0,3,10,0,9,1475.1833333333334,6.441848617176128,229,0,2.0,3.0,2.0,3,3
28,0,1,0,8,3,0,1,4,1,0,11180,1.0,11,0,7.0,3,7,0,7,2511.0333333333333,10.59507735583685,237,1,3.0,4.0,3.0,3,3
29,1,1,2,2,4,5,1,2,2,1,28750,1.0,11,0,1.0,3,1,0,0,1563.5833333333333,6.798188405797101,230,0,3.0,1.0,3.0,3,3
39,0,2,1,8,5,2,0,2,7,0,188240,6.0,19,1,10.0,4,3,1,2,1446.05,6.287173913043478,230,0,1.0,3.0,3.0,3,3
27,0,0,0,3,2,4,1,2,0,0,135770,1.0,12,1,6.0,2,5,1,2,1659.25,7.277412280701754,228,0,2.0,2.0,2.0,3,3
34,0,1,1,9,4,0,0,2,6,0,26250,1.0,12,3,16.0,4,15,6,11,2176.2833333333333,8.919193989071038,244,1,3.0,4.0,3.0,3,3
28,1,0,1,25,3,4,1,1,4,1,187890,3.0,16,1,6.0,4,2,2,2,2307.2833333333333,9.417482993197279,245,1,4.0,3.0,3.0,3,3
47,0,2,1,1,4,2,1,1,1,0,45380,8.0,11,0,16.0,3,8,1,7,1390.8333333333333,5.994971264367816,232,0,3.0,2.0,4.0,3,3
56,0,0,1,4,3,4,0,2,2,0,198470,4.0,14,0,6.0,6,0,0,0,1820.85,7.882467532467532,231,0,4.0,1.0,3.0,3,3
39,0,0,1,1,3,1,0,1,5,0,105120,1.0,12,1,10.0,2,10,7,9,1604.8833333333334,6.9777536231884065,230,0,1.0,1.0,3.0,3,3
38,0,1,1,4,2,2,0,1,8,2,44440,1.0,13,0,20.0,2,20,0,7,2656.8166666666666,10.800067750677506,246,1,4.0,2.0,3.0,3,3
58,0,0,0,5,3,3,1,5,7,0,21540,4.0,21,1,29.0,3,1,0,0,2430.6833333333334,9.880826558265582,246,1,4.0,4.0,2.0,3,4
32,1,1,1,9,3,0,1,2,5,1,191900,3.0,17,1,8.0,2,4,0,3,2400.016666666667,10.212836879432626,235,1,1.0,3.0,3.0,3,3
38,0,0,1,3,4,0,0,1,7,2,44900,2.0,21,1,10.0,1,5,0,3,1788.9,7.612340425531915,235,0,2.0,4.0,4.0,3,4
49,0,1,0,11,4,0,1,2,1,0,35060,3.0,11,1,28.0,4,5,4,3,1475.0,6.276595744680851,235,0,2.0,4.0,3.0,2,3
42,0,0,0,1,3,0,0,1,2,2,23720,3.0,12,1,14.0,3,0,0,0,2112.6666666666665,8.694101508916322,243,1,2.0,4.0,3.0,3,3
27,1,1,0,8,1,0,1,4,5,0,102310,1.0,13,1,1.0,2,1,0,0,1565.0333333333333,6.493914246196404,241,0,1.0,2.0,3.0,3,3
35,0,0,1,25,1,2,1,1,2,0,54100,0.0,18,0,6.0,4,5,0,4,1598.3833333333334,6.604889807162535,242,0,2.0,1.0,1.0,3,3
28,0,2,1,21,1,2,1,3,1,1,79780,1.0,16,2,5.0,2,5,1,4,1544.4833333333333,6.657255747126436,232,0,3.0,3.0,2.0,3,3
31,0,2,0,23,1,2,1,1,2,2,38670,1.0,11,1,4.0,4,4,2,3,2421.75,9.804655870445345,247,1,3.0,1.0,4.0,4,3
36,0,2,1,1,3,0,1,2,1,0,28380,1.0,19,2,5.0,5,5,0,2,1716.6,7.093388429752066,242,0,1.0,2.0,3.0,1,3
34,0,0,0,2,3,3,1,4,0,1,46950,1.0,16,1,14.0,2,14,2,1,1408.0333333333333,6.017236467236467,234,0,1.0,4.0,2.0,3,3
34,0,0,1,19,3,4,0,1,4,2,33390,1.0,16,0,9.0,2,8,1,1,1610.0833333333333,6.793600562587904,237,0,4.0,3.0,2.0,2,3
26,0,0,1,2,2,0,1,2,1,1,20800,0.0,13,0,8.0,6,7,7,6,1636.4333333333334,6.762121212121213,242,0,3.0,1.0,2.0,4,3
29,0,0,1,2,4,1,1,2,5,0,20960,0.0,22,0,6.0,2,5,0,2,1851.1166666666666,7.71298611111111,240,0,1.0,1.0,2.0,4,4
32,0,2,1,3,1,0,1,3,8,2,62090,5.0,17,1,9.0,5,5,1,2,1606.6833333333334,6.584767759562842,244,0,3.0,4.0,3.0,4,3
31,0,1,1,25,5,4,0,2,3,0,180610,1.0,14,1,10.0,2,10,8,7,1638.3833333333334,6.913009845288327,237,0,4.0,1.0,3.0,3,3
28,1,0,0,7,5,0,0,2,7,2,171230,5.0,15,1,6.0,2,4,0,3,1432.8333333333333,6.312041116005873,227,0,3.0,4.0,2.0,2,3
38,0,0,1,9,2,4,1,3,7,1,23720,4.0,12,0,20.0,3,1,0,0,1742.6,7.17119341563786,243,0,1.0,1.0,2.0,2,3
35,0,0,1,5,3,0,1,2,7,0,48830,1.0,18,1,10.0,1,10,0,9,2025.6,8.80695652173913,230,1,3.0,4.0,3.0,1,3
27,0,0,0,2,3,0,0,1,8,1,39040,1.0,15,0,7.0,2,7,0,7,1915.5666666666666,7.882990397805212,243,0,4.0,4.0,3.0,3,3
32,0,0,1,8,1,2,0,2,1,1,46270,8.0,17,1,8.0,2,1,0,0,1764.3666666666666,7.290771349862259,242,0,4.0,4.0,3.0,2,3
31,1,1,1,2,1,1,1,3,2,0,70940,1.0,14,1,10.0,2,10,0,8,2391.7666666666664,10.309339080459768,232,1,1.0,4.0,3.0,3,3
53,1,0,1,18,3,2,1,1,1,1,34230,6.0,15,1,15.0,4,2,2,2,2645.866666666667,10.799455782312926,245,1,1.0,1.0,2.0,3,3
54,0,0,1,14,3,1,1,3,1,0,66740,3.0,17,1,9.0,2,4,2,3,1814.3166666666666,7.888333333333333,230,0,1.0,3.0,2.0,3,3
33,0,1,1,2,4,2,0,4,2,2,168800,1.0,14,3,9.0,2,9,2,8,1901.65,7.890663900414938,241,0,4.0,3.0,3.0,3,3
43,0,0,1,3,3,2,1,1,1,0,90940,1.0,12,1,10.0,0,10,0,9,1823.2833333333333,7.472472677595628,244,0,1.0,3.0,3.0,3,3
38,0,1,1,2,5,2,0,4,2,0,84460,0.0,14,0,7.0,3,6,1,2,1828.4833333333333,7.949927536231884,230,0,4.0,2.0,3.0,2,3
55,0,0,0,9,3,3,1,2,5,0,119160,4.0,15,1,35.0,3,10,1,4,1922.0333333333333,8.17886524822695,235,1,3.0,2.0,3.0,2,3
31,0,0,0,6,3,1,1,1,6,2,45340,1.0,13,0,1.0,2,1,0,0,2612.5833333333335,10.795798898071626,242,1,4.0,4.0,3.0,3,3
39,0,0,1,4,3,0,1,2,2,1,98520,0.0,12,1,21.0,5,20,11,10,1392.4833333333333,6.080713245997089,229,0,2.0,1.0,3.0,2,3
42,0,2,1,10,4,0,0,2,1,1,61510,1.0,13,1,20.0,3,20,3,7,1507.3833333333334,6.582459970887919,229,0,4.0,3.0,3.0,3,3
31,0,2,1,14,2,0,1,2,0,0,23020,4.0,14,0,13.0,3,11,4,8,1450.6833333333334,6.0953081232493,238,0,3.0,3.0,4.0,3,3
54,0,0,1,1,3,2,0,2,3,1,23620,6.0,13,1,9.0,2,5,1,4,2584.116666666667,10.504539295392954,246,1,3.0,1.0,3.0,4,3
24,0,0,1,5,4,1,1,1,6,1,178610,1.0,11,2,4.0,5,4,1,2,1655.1666666666667,6.867911479944675,241,0,2.0,3.0,2.0,1,3
23,0,0,1,7,3,0,1,2,1,1,191870,1.0,11,1,5.0,2,5,1,4,1655.75,6.986286919831223,237,0,4.0,4.0,4.0,3,3
40,0,1,1,21,3,2,0,3,1,0,197170,1.0,21,0,10.0,1,10,9,4,1880.65,7.8035269709543575,241,0,4.0,3.0,4.0,2,4
40,0,0,1,8,1,2,0,5,1,0,35440,3.0,18,3,15.0,3,11,5,10,1476.4,6.151666666666667,240,0,2.0,2.0,3.0,2,3
25,0,0,0,20,5,2,0,2,5,0,85000,4.0,12,0,6.0,2,2,1,2,1407.5,6.200440528634362,227,0,3.0,2.0,3.0,3,3
30,0,0,2,20,4,0,1,2,1,0,46610,1.0,11,0,12.0,3,12,1,7,1372.8,6.074336283185841,226,0,4.0,2.0,2.0,2,3
25,0,0,1,7,2,2,1,5,2,2,41030,6.0,15,1,7.0,2,2,0,2,2373.3333333333335,10.185979971387697,233,1,4.0,3.0,2.0,3,3
47,0,0,1,1,4,0,1,2,2,1,42490,2.0,13,1,25.0,2,17,12,11,1802.7,7.770258620689655,232,0,1.0,3.0,3.0,2,3
33,0,2,1,1,3,0,1,2,1,2,140260,1.0,12,0,1.0,4,1,0,0,1429.95,6.163577586206896,232,0,2.0,3.0,2.0,3,3
38,0,0,1,19,3,0,0,2,2,0,68930,0.0,17,0,16.0,3,15,5,8,1855.5833333333333,7.896099290780142,235,0,4.0,2.0,3.0,3,3
31,0,0,1,10,4,2,0,3,2,0,61250,0.0,13,1,3.0,3,2,1,2,1649.7833333333333,7.172971014492753,230,0,1.0,3.0,3.0,3,3
38,0,1,1,1,4,1,1,2,1,0,36690,2.0,19,0,10.0,2,8,7,7,1573.3166666666666,6.501308539944904,242,0,1.0,3.0,3.0,3,3
42,0,0,1,6,3,2,1,2,5,2,100080,6.0,19,1,9.0,3,4,1,2,2381.233333333333,9.75915300546448,244,1,4.0,1.0,2.0,1,3
41,0,0,0,2,2,2,1,1,0,0,23870,3.0,17,1,12.0,1,5,1,0,1799.65,7.6908119658119665,234,0,4.0,4.0,3.0,1,3
47,0,2,1,21,2,2,1,1,2,0,46390,0.0,11,1,14.0,2,13,5,12,1747.15,7.219628099173554,242,0,3.0,2.0,1.0,2,3
35,0,0,1,4,3,0,1,2,0,0,78980,7.0,15,0,5.0,2,2,2,2,2452.1833333333334,10.390607344632768,236,1,4.0,3.0,3.0,2,3
22,0,0,2,12,1,5,1,2,2,1,25340,0.0,11,0,4.0,1,3,1,2,1457.4166666666667,6.3921783625731,228,0,4.0,3.0,4.0,3,3
35,0,0,1,9,3,2,0,2,2,1,131420,1.0,25,2,10.0,4,10,0,8,1927.3333333333333,7.997233748271093,241,0,2.0,3.0,3.0,3,4
33,0,0,0,3,4,2,1,3,0,0,16110,0.0,14,0,10.0,2,9,8,1,2192.1,9.095850622406639,241,1,2.0,4.0,3.0,2,3
32,0,0,1,3,2,4,1,3,6,1,53630,1.0,13,0,6.0,4,6,4,1,1702.7166666666667,6.978346994535519,244,0,3.0,2.0,3.0,3,3
40,0,0,1,1,4,2,1,2,4,0,50710,8.0,17,1,8.0,3,1,0,0,1403.5666666666666,6.155994152046784,228,0,1.0,4.0,2.0,2,3
32,0,0,1,1,2,2,1,3,2,0,136950,0.0,13,0,3.0,3,2,2,2,1422.5,6.0021097046413505,237,0,2.0,2.0,3.0,3,3
39,0,0,1,4,4,0,1,1,2,1,134020,7.0,14,1,18.0,1,7,1,7,1866.3666666666668,8.010157367668098,233,1,1.0,4.0,3.0,3,3
38,0,0,0,20,4,2,0,2,4,0,20290,3.0,11,1,20.0,3,18,1,11,1838.4,7.99304347826087,230,0,2.0,3.0,3.0,2,3
32,0,0,1,18,3,0,1,2,8,0,63770,1.0,12,2,14.0,3,14,5,7,1854.05,7.889574468085106,235,0,3.0,4.0,3.0,3,3
37,0,0,1,1,3,0,0,4,2,0,54290,1.0,17,1,16.0,3,16,6,8,2259.866666666667,9.37704011065007,241,1,3.0,4.0,3.0,3,3
25,0,0,1,2,4,2,0,2,6,2,27850,0.0,21,0,6.0,2,5,0,4,1935.0,7.962962962962963,243,0,1.0,3.0,2.0,3,4
52,0,2,1,2,4,1,1,1,8,2,46140,2.0,16,1,16.0,3,9,0,0,1658.1666666666667,6.795765027322405,244,0,1.0,4.0,2.0,3,3
44,0,0,1,8,1,0,0,1,7,1,26100,6.0,15,0,6.0,2,4,1,2,2505.0333333333333,10.797557471264367,232,1,2.0,4.0,3.0,3,3
21,0,0,0,10,5,2,1,3,1,1,66870,1.0,19,3,2.0,0,2,1,2,1948.15,8.151255230125523,239,1,3.0,1.0,3.0,3,3
39,0,2,1,3,4,0,0,2,4,1,47240,2.0,12,1,21.0,4,6,1,3,1536.6833333333334,6.297882513661202,244,0,4.0,4.0,2.0,4,3
23,1,1,1,2,4,0,0,2,6,0,61790,1.0,11,0,1.0,3,1,1,0,1827.9,8.017105263157895,228,1,4.0,1.0,2.0,3,3
36,0,0,1,24,3,0,0,2,5,0,61200,0.0,19,0,10.0,2,9,3,4,1891.6833333333334,7.7847050754458165,243,0,1.0,4.0,3.0,3,3
36,0,1,1,16,1,2,1,2,2,2,105960,7.0,15,0,18.0,3,4,0,2,1849.3333333333333,7.836158192090395,236,0,4.0,2.0,3.0,2,3
56,0,2,1,8,1,0,1,1,2,2,54670,1.0,20,0,13.0,6,13,1,9,1521.0666666666666,6.584704184704185,231,0,3.0,3.0,2.0,2,4
29,1,0,1,9,4,2,1,2,7,0,29960,9.0,25,0,4.0,4,2,2,2,2691.266666666667,10.895816464237518,247,1,1.0,4.0,4.0,3,4
42,0,0,1,17,1,0,1,3,1,0,99980,5.0,24,2,24.0,3,22,4,14,1803.3333333333333,7.390710382513661,244,0,1.0,3.0,2.0,2,4
56,1,0,0,10,4,1,1,2,2,0,40780,8.0,24,1,14.0,3,10,9,8,1573.7,6.812554112554113,231,0,4.0,3.0,1.0,3,4
41,0,0,1,13,4,0,0,1,0,0,109200,0.0,15,1,21.0,3,20,0,10,1831.0166666666667,7.791560283687943,235,0,1.0,2.0,3.0,4,3
34,0,0,0,1,3,2,0,1,5,0,62320,1.0,13,1,8.0,3,8,1,7,1696.2833333333333,7.3751449275362315,230,0,4.0,3.0,3.0,3,3
36,0,2,0,1,1,2,0,1,3,2,132470,1.0,14,0,15.0,3,15,11,11,1755.8166666666666,7.667321688500728,229,0,4.0,4.0,2.0,3,3
41,0,0,1,1,5,2,1,1,0,2,40810,2.0,13,0,14.0,3,5,0,4,1700.2166666666667,7.084236111111111,240,0,3.0,2.0,3.0,3,3
32,0,0,0,9,4,0,0,2,1,1,57690,1.0,11,0,4.0,3,4,1,2,1578.5833333333333,6.717375886524822,235,0,4.0,1.0,3.0,3,3
35,0,0,1,16,3,2,0,2,0,1,23940,1.0,16,1,9.0,3,9,1,7,2466.8,10.497021276595746,235,1,3.0,4.0,3.0,3,3
38,0,0,1,23,3,2,1,3,7,0,39040,1.0,22,0,10.0,3,10,1,9,1662.3,6.897510373443983,241,0,1.0,4.0,3.0,2,4
50,1,1,0,4,2,0,0,2,5,2,167990,7.0,14,1,12.0,2,6,0,1,1685.0,7.200854700854701,234,0,2.0,3.0,3.0,2,3
36,0,0,1,22,4,0,1,1,0,0,29500,4.0,14,0,8.0,1,6,0,0,1467.05,6.269444444444444,234,0,2.0,,2.0,2,3
45,0,0,0,24,3,0,1,1,5,1,36290,8.0,16,1,8.0,2,5,0,1,1389.6833333333334,6.068486171761281,229,0,4.0,3.0,3.0,4,3
40,0,0,0,10,4,0,1,1,1,1,93620,2.0,11,1,8.0,6,2,2,2,1464.0,6.203389830508475,236,0,3.0,3.0,,3,3
35,0,1,0,7,2,0,1,2,6,0,32290,1.0,25,0,10.0,2,10,0,2,1962.4833333333333,8.422675250357655,233,1,3.0,3.0,4.0,2,4
40,0,0,1,17,4,0,1,1,8,0,35780,2.0,14,1,20.0,2,5,0,2,1756.85,7.47595744680851,235,0,3.0,3.0,3.0,3,3
35,0,0,2,14,1,0,1,2,1,0,79880,1.0,18,0,4.0,3,4,1,1,1639.2833333333333,6.887745098039216,238,0,3.0,4.0,3.0,3,3
29,0,0,1,1,3,2,1,3,2,0,42840,4.0,11,0,10.0,5,4,0,3,2373.983333333333,9.809848484848484,242,1,4.0,2.0,3.0,2,3
29,0,0,1,5,3,2,1,2,7,1,75530,1.0,19,0,5.0,3,5,0,4,1470.3166666666666,6.0756887052341595,242,0,4.0,1.0,1.0,3,3
50,1,0,1,17,3,2,1,1,1,2,173280,4.0,15,2,20.0,1,3,2,0,2325.0833333333335,9.607782369146006,242,1,4.0,1.0,3.0,3,3
39,0,0,0,25,3,2,1,2,2,0,197010,0.0,11,0,21.0,3,20,9,6,1762.7833333333333,7.501205673758865,235,0,2.0,4.0,2.0,4,3
31,0,2,1,8,4,0,0,4,2,1,147320,0.0,12,0,10.0,3,9,1,7,1715.5166666666667,7.3000709219858155,235,0,2.0,1.0,3.0,3,3
26,0,0,1,11,4,2,1,2,8,1,92780,0.0,20,0,5.0,3,4,0,0,1790.8,7.492887029288703,239,0,4.0,3.0,3.0,3,4
36,0,1,1,5,1,4,1,1,2,0,13590,4.0,12,0,17.0,2,5,0,3,1844.5666666666666,7.685694444444445,240,0,3.0,4.0,3.0,3,3
39,0,0,1,2,1,2,0,1,1,0,47790,4.0,14,2,9.0,3,7,1,7,1425.0333333333333,6.038276836158192,236,0,4.0,1.0,3.0,3,3
27,0,0,1,8,2,2,1,1,5,0,164220,1.0,20,1,6.0,3,6,0,3,2124.766666666667,9.278457059679768,229,1,2.0,2.0,3.0,3,4
49,0,1,1,6,1,2,1,3,0,0,29960,2.0,18,1,17.0,2,9,0,8,1507.5666666666666,6.387994350282486,236,0,4.0,2.0,2.0,2,3
34,0,0,0,4,3,2,0,1,2,0,12610,2.0,14,1,6.0,6,4,1,2,1477.5666666666666,6.452256186317322,229,0,2.0,3.0,4.0,3,3
41,1,0,1,7,2,0,0,1,1,1,20990,8.0,12,1,8.0,2,6,0,5,1999.3833333333334,8.618031609195402,232,1,2.0,4.0,1.0,3,3
49,0,1,0,1,4,0,0,2,6,0,58100,1.0,21,1,10.0,2,10,1,7,1582.5,6.705508474576271,236,0,3.0,2.0,3.0,3,4
37,1,0,1,2,3,0,1,1,2,1,56470,6.0,19,0,7.0,2,0,0,0,2094.25,8.513211382113822,246,1,4.0,3.0,3.0,3,3
33,0,1,1,10,2,2,1,2,1,0,34200,1.0,14,0,8.0,3,8,3,0,2245.366666666667,9.474120956399437,237,1,4.0,3.0,3.0,3,3
27,0,0,0,5,4,2,0,4,6,0,44000,9.0,17,1,6.0,3,2,2,2,1509.6833333333334,6.396963276836159,236,0,1.0,2.0,3.0,2,3
32,0,1,1,9,2,2,0,2,1,1,35000,0.0,16,1,8.0,2,7,3,6,1700.9,7.26880341880342,234,0,4.0,4.0,2.0,2,3
59,0,0,0,2,2,3,0,5,7,0,20660,4.0,12,1,12.0,3,1,0,0,2336.25,10.026824034334764,233,1,3.0,1.0,2.0,3,3
30,0,0,1,11,4,2,1,2,5,2,171690,1.0,17,2,1.0,2,1,0,0,1537.9166666666667,6.381396957123099,241,0,4.0,3.0,3.0,3,3
38,0,1,0,18,4,0,1,2,0,1,41620,0.0,15,1,10.0,1,9,1,8,1941.5166666666667,7.989780521262003,243,0,4.0,3.0,3.0,3,3
36,0,0,1,7,3,0,1,1,2,0,92040,6.0,23,1,17.0,2,7,7,7,1893.4333333333334,7.824104683195593,242,0,3.0,3.0,2.0,3,4
35,0,0,2,3,4,5,1,2,8,0,32940,0.0,11,0,6.0,2,5,0,3,1767.6,7.489830508474576,236,0,1.0,2.0,3.0,3,3
29,0,0,0,29,4,0,1,2,5,1,21270,0.0,11,1,10.0,3,9,0,8,2518.35,10.716382978723404,235,1,4.0,3.0,3.0,2,3
31,0,0,1,2,2,2,1,2,5,2,39750,1.0,15,1,5.0,3,5,4,3,1431.1833333333334,6.304772393538913,227,0,,3.0,2.0,3,3
34,0,0,1,28,3,4,1,1,5,2,107930,0.0,11,3,3.0,1,2,1,2,1734.1833333333334,7.6060672514619885,228,0,2.0,4.0,3.0,2,3
28,1,0,1,1,4,0,1,5,4,1,100960,5.0,13,0,6.0,2,4,0,3,2451.1,10.474786324786324,234,1,3.0,3.0,3.0,3,3
29,0,0,1,16,2,0,0,4,5,2,36460,1.0,14,0,10.0,3,10,8,8,1838.4166666666667,7.958513708513709,231,0,2.0,1.0,3.0,4,3
32,0,0,2,22,3,5,0,2,4,2,74460,0.0,19,0,7.0,3,6,0,5,2500.883333333333,10.687535612535612,234,1,1.0,2.0,2.0,3,3
22,0,2,1,8,3,0,0,3,2,2,108510,1.0,16,1,1.0,2,1,0,0,2348.766666666667,9.994751773049646,235,1,4.0,4.0,2.0,4,3
53,0,0,1,11,3,2,1,2,8,0,21090,2.0,13,0,31.0,3,25,3,7,1897.7833333333333,8.007524613220816,237,1,1.0,4.0,3.0,3,3
38,0,0,1,29,3,0,0,1,6,1,37220,5.0,14,0,6.0,0,3,1,2,2322.366666666667,9.676527777777778,240,1,4.0,4.0,3.0,3,3
24,0,2,1,1,5,0,1,3,1,2,93800,0.0,16,0,5.0,2,4,1,3,1676.7,6.9,243,0,1.0,3.0,2.0,2,3
36,1,0,1,1,3,0,1,1,4,1,54860,7.0,12,1,10.0,2,5,0,3,1480.9333333333334,6.466957787481805,229,0,3.0,1.0,3.0,3,3
34,0,0,0,24,3,3,1,4,1,1,27420,0.0,11,1,13.0,2,12,2,11,1448.6666666666667,6.086834733893558,238,0,1.0,2.0,3.0,3,3
21,0,0,0,2,3,0,1,2,6,1,137570,1.0,12,1,0.0,3,0,0,0,1371.55,5.989301310043668,229,0,3.0,4.0,3.0,3,3
34,1,0,0,15,2,3,0,2,1,1,84630,2.0,13,0,8.0,2,4,1,3,1811.2,7.806896551724138,232,0,2.0,1.0,3.0,1,3
53,0,0,0,2,1,0,1,5,3,2,31620,4.0,15,0,26.0,4,14,4,8,1703.85,7.473026315789474,228,0,3.0,3.0,2.0,3,3
32,1,1,1,10,3,2,0,2,6,1,165980,1.0,13,0,10.0,2,10,6,7,2191.5,9.487012987012987,231,1,2.0,1.0,3.0,3,3
42,0,0,1,10,3,4,1,2,5,0,66510,0.0,20,0,10.0,5,9,4,2,1665.9833333333333,6.884228650137741,242,0,3.0,2.0,3.0,2,4
44,0,0,1,3,1,0,0,1,6,0,23450,3.0,15,2,24.0,0,22,5,17,1709.4333333333334,7.093084370677732,241,0,1.0,4.0,3.0,3,3
